pairid,geneChr_Nested,geneStart_Nested,geneEnd_Nested,ENST_Nested,SYMBOL_Nested,biotype_Nested,tau_value_nested,geneChr_Host,geneStart_Host,geneEnd_Host,ENST_Host,SYMBOL_Host,biotype_Host,tau_value_host,spearman_correlation
148_ID,chrX,24716238,24716308,ENST00000577230.1,AC004655.1,miRNA,NA,chrX,24712034,25015103,ENST00000379068.8_4,POLA1,protein_coding,NA,NA
149_ID,chrX,24535356,24535457,ENST00000580722.1,AC004656.1,miRNA,NA,chrX,24483402,24568583,ENST00000568479.2_3,PDK3,protein_coding,NA,NA
150_ID,chr12,1489225,1500668,ENST00000513082.2_3,AC004672.1,lncRNA,0.9621,chr12,1100373,1605099,ENST00000543086.7_2,ERC1,protein_coding,0.7828,0.133427581
151_ID,chr12,1494998,1496153,ENST00000537181.1_1,AC004672.2,lncRNA,0.9675,chr12,1100373,1605099,ENST00000543086.7_2,ERC1,protein_coding,0.7828,0.256404838
152_ID,chr12,1494998,1496153,ENST00000537181.1_1,AC004672.2,lncRNA,0.9675,chr12,1489225,1500668,ENST00000513082.2_3,AC004672.1,lncRNA,0.9621,0.212730852
153_ID,chrX,23138948,23139022,ENST00000408859.1,AC004673.1,miRNA,NA,chrX,22277913,23311263,ENST00000608254.1,RP11-40F8.2,lincRNA,NA,NA
154_ID,chr17,56408244,56409869,ENST00000579003.1_1,AC004687.1,lncRNA,0.981,chr17,56401832,56431028,ENST00000667382.1_3,TSPOAP1-AS1,lncRNA,0.8971,0.220359775
155_ID,chr17,56318524,56324746,ENST00000655053.1_4,AC004687.3,lncRNA,0.8142,chr17,56295908,56345587,ENST00000582328.5_2,LPO,protein_coding,0.9392,0.304733186
156_ID,chr7,30836306,30843026,ENST00000440376.1_3,AC004691.1,lncRNA,0.8798,chr7,30811032,30932002,ENST00000265299.6_2,MINDY4,protein_coding,0.8321,0.12701842
157_ID,chr7,30836306,30843026,ENST00000440376.1_3,AC004691.1,lncRNA,0.8798,chr7,30791752,30931696,ENST00000458257.5_1,INMT-MINDY4,nonsense_mediated_decay,0.8481,0.289238554
158_ID,chr7,43278664,43288867,ENST00000457315.1_3,AC004692.2,lncRNA,0.9723,chr7,43152245,43605600,ENST00000395891.7_3,HECW1,protein_coding,0.911,0.235335827
159_ID,chr19,15163740,15163885,ENST00000411269.1,AC004699.1,miRNA,NA,chr19,15160290,15169104,ENST00000427043.4_2,CASP14,protein_coding,NA,NA
160_ID,chr17,6556782,6558328,ENST00000576138.1_3,AC004706.1,lncRNA,0.6994,chr17,6555190,6596521,ENST00000635042.1_2,C17orf100,nonsense_mediated_decay,0.9777,0.409263497
161_ID,chr17,6531938,6543776,ENST00000634965.2_5,AC004706.3,protein_coding,0.8399,chr17,6481466,6544031,ENST00000361413.8_5,KIAA0753,protein_coding,0.5445,0.407826829
162_ID,chr12,974453,976305,ENST00000648642.1_3,AC004765.1,lncRNA,0.7663,chr12,861744,1020618,ENST00000315939.11_3,WNK1,protein_coding,0.9486,0.032108253
163_ID,chr17,4876145,4877976,ENST00000430920.1_1,AC004771.1,lncRNA,0.8205,chr17,4871291,4890970,ENST00000348066.8_8,CAMTA2,protein_coding,0.918,0.096324461
164_ID,chr17,4871289,4872117,ENST00000576752.1_1,AC004771.3,lncRNA,0.9934,chr17,4871286,4889529,ENST00000574951.5_3,CAMTA2,nonsense_mediated_decay,0.7676,0.182696456
165_ID,chr17,4889760,4890619,ENST00000575985.1_1,AC004771.4,lncRNA,0.7918,chr17,4871291,4890970,ENST00000348066.8_8,CAMTA2,protein_coding,0.918,0.615969582
166_ID,chr12,48413553,48419165,ENST00000547602.1_3,AC004801.3,lncRNA,0.9611,chr12,48405086,48419252,ENST00000546738.1_1,AC004801.4,lncRNA,0.9401,0.453812199
167_ID,chr12,120609842,120609930,ENST00000582675.1,AC004812.1,miRNA,NA,chr12,120565005,120632518,ENST00000300648.7_4,GCN1,protein_coding,NA,NA
168_ID,chr14,71679349,71684933,ENST00000553621.1_1,AC004817.1,lncRNA,0.7468,chr14,71645769,71710558,ENST00000663930.1_3,AC004817.5,lncRNA,0.6967,0.369124883
169_ID,chr14,71648172,71648823,ENST00000561794.1_1,AC004817.2,lncRNA,0.9747,chr14,71645769,71710558,ENST00000663930.1_3,AC004817.5,lncRNA,0.6967,0.257431324
170_ID,chr14,71685816,71689441,ENST00000602396.1_1,AC004817.4,lncRNA,0.6132,chr14,71645769,71710558,ENST00000663930.1_3,AC004817.5,lncRNA,0.6967,0.236988251
171_ID,chr1,17740126,17740190,ENST00000583469.1,AC004824.1,miRNA,NA,chr1,17733255,17766173,ENST00000375436.9_4,RCC2,protein_coding,NA,NA
172_ID,chr1,17655506,17676070,ENST00000602074.1,AC004824.2,protein_coding,NA,chr1,17634691,17690499,ENST00000375448.4_2,PADI4,protein_coding,NA,NA
173_ID,chr14,71412356,71425746,ENST00000661959.1_3,AC004825.3,lncRNA,0.8466,chr14,71374175,71582099,ENST00000304743.7_5,PCNX1,protein_coding,0.7243,-0.01037851
174_ID,chr14,72982114,73011330,ENST00000656476.1_3,AC004828.2,lncRNA,0.8473,chr14,72399145,73033238,ENST00000553525.6_3,RGS6,protein_coding,0.9062,0.304060534
175_ID,chr22,30817194,30817525,ENST00000608952.1_1,AC004832.4,lncRNA,0.8676,chr22,30781895,30817760,ENST00000431544.2_3,RNF215,protein_coding,0.7924,0.467360173
176_ID,chr22,30817194,30817525,ENST00000608952.1_1,AC004832.4,lncRNA,0.8676,chr22,30805243,30824977,ENST00000454552.5_6,AC004832.3,nonsense_mediated_decay,0.8793,0.324778213
177_ID,chr22,30817194,30817525,ENST00000608952.1_1,AC004832.4,lncRNA,0.8676,chr22,30793006,30821291,ENST00000615189.5_3,SEC14L2,protein_coding,0.9719,0.128311675
178_ID,chr22,30816500,30816901,ENST00000608677.1_1,AC004832.5,lncRNA,0.839,chr22,30781895,30817760,ENST00000431544.2_3,RNF215,protein_coding,0.7924,0.414194118
179_ID,chr22,30816500,30816901,ENST00000608677.1_1,AC004832.5,lncRNA,0.839,chr22,30793006,30821291,ENST00000615189.5_3,SEC14L2,protein_coding,0.9719,0.076593367
180_ID,chr22,30816500,30816901,ENST00000608677.1_1,AC004832.5,lncRNA,0.839,chr22,30805243,30824977,ENST00000454552.5_6,AC004832.3,nonsense_mediated_decay,0.8793,0.462992703
181_ID,chr7,39739939,39742895,ENST00000435766.1_3,AC004837.2,lncRNA,0.8022,chr7,39663170,39747719,ENST00000005257.7_2,RALA,protein_coding,0.7465,-0.366979296
182_ID,chr7,39649208,39649889,ENST00000420748.1_3,AC004837.3,lncRNA,0,chr7,39606004,39649919,ENST00000432096.2_1,YAE1,protein_coding,0.9577,NA
183_ID,chr7,107220001,107220502,ENST00000610269.1_2,AC004839.2,lncRNA,0.8512,chr7,107204415,107263762,ENST00000673665.1_1,DUS4L-BCAP29,protein_coding,0.8807,0.127143753
184_ID,chr14,73709358,73712687,ENST00000554614.2_3,AC004846.1,lncRNA,0.8338,chr14,73704204,73741348,ENST00000340738.9_3,PAPLN,protein_coding,0.7863,0.518394144
185_ID,chr14,73738889,73740789,ENST00000556578.1_3,AC004846.2,lncRNA,0.804,chr14,73704204,73741348,ENST00000340738.9_3,PAPLN,protein_coding,0.7863,0.502824002
186_ID,chr7,73985676,73985754,ENST00000516569.1,AC004851.1,miRNA,NA,chr7,73868119,74016917,ENST00000265755.7_2,GTF2IRD1,protein_coding,NA,NA
187_ID,chr7,47009313,47067079,ENST00000423781.1_1,AC004870.2,lncRNA,0.9611,chr7,46930224,47089276,ENST00000433337.1_3,AC004870.4,lncRNA,0.9649,0.673932153
188_ID,chr7,149555488,149559581,ENST00000608963.1_1,AC004877.1,lncRNA,0.8748,chr7,149535463,149564568,ENST00000223210.5_2,ZNF862,protein_coding,0.6033,0.156288156
189_ID,chr7,74856620,74857439,ENST00000458474.2,AC004878.7,sense_intronic,NA,chr7,74807498,74867509,ENST00000426327.3,GATSL2,protein_coding,NA,NA
190_ID,chr22,30107808,30115703,ENST00000420180.1_3,AC004882.2,lncRNA,0.9873,chr22,30101244,30115848,ENST00000416352.1_3,AC004882.1,lncRNA,0.9601,0.40011525
191_ID,chr7,104944723,104947089,ENST00000476569.1_1,AC004884.2,lncRNA,0.8934,chr7,104756820,105029368,ENST00000393651.8_5,SRPK2,protein_coding,0.8458,0.288188049
192_ID,chr7,98587489,98591401,ENST00000663185.1_3,AC004893.2,lncRNA,0.7692,chr7,98476112,98610866,ENST00000355540.7_2,TRRAP,protein_coding,0.8155,0.452056239
193_ID,chr14,72201643,72206511,ENST00000647803.1_3,AC004900.1,lncRNA,0.8715,chr14,71996041,72207946,ENST00000555818.5_2,SIPA1L1,protein_coding,0.678,0.192115706
194_ID,chr8,184346,184887,ENST00000606572.1_1,AC004908.1,lncRNA,0.5548,chr8,182216,214703,ENST00000640035.1_1,ZNF596,protein_coding,0.9611,0.385576114
195_ID,chr8,183118,183692,ENST00000609090.1_1,AC004908.2,lncRNA,0.7488,chr8,182216,214703,ENST00000640035.1_1,ZNF596,protein_coding,0.9611,0.305550882
196_ID,chr8,187044,187669,ENST00000610248.1_1,AC004908.3,lncRNA,0.7177,chr8,182216,214703,ENST00000640035.1_1,ZNF596,protein_coding,0.9611,0.339015979
197_ID,chr7,141362721,141363646,ENST00000602609.1_1,AC004918.3,lncRNA,0.6883,chr7,141356527,141401966,ENST00000536163.6_5,DENND11,protein_coding,0.6067,0.672771673
198_ID,chr7,123977433,123989914,ENST00000470677.1_3,AC004930.1,lncRNA,1,chr7,123672666,124129626,ENST00000652254.1_2,AC006148.1,lncRNA,0.8987,-0.114342276
199_ID,chr16,72839896,72843771,ENST00000620814.1_1,AC004943.1,lncRNA,0.9303,chr16,72816783,73925770,ENST00000641206.2_5,ZFHX3,protein_coding,0.9246,-0.13361204
200_ID,chr16,72839896,72843771,ENST00000620814.1_1,AC004943.1,lncRNA,0.9303,chr16,72699021,72856680,ENST00000668995.1_1,AC004943.2,lncRNA,0.848,0.172504564
201_ID,chr16,72806571,72807171,ENST00000624116.1_1,AC004943.3,lncRNA,0.9196,chr16,72699021,72856680,ENST00000668995.1_1,AC004943.2,lncRNA,0.848,0.463872469
202_ID,chr7,119806496,119826118,ENST00000421825.2_2,AC004946.2,lncRNA,0.9862,chr7,119781069,119867267,ENST00000456062.2_4,AC004946.1,lncRNA,0.9704,0.670201041
203_ID,chr7,44043644,44047465,ENST00000447643.1_3,AC004951.1,lncRNA,0.7033,chr7,43980493,44058748,ENST00000427076.5_3,POLR2J4,lncRNA,0.6223,0.536019536
204_ID,chr7,44043644,44047465,ENST00000447643.1_3,AC004951.1,lncRNA,0.7033,chr7,43991508,44058750,ENST00000454572.1_3,AC004951.4,lncRNA,0.6939,0.263736264
205_ID,chr7,44043644,44047465,ENST00000447643.1_3,AC004951.1,lncRNA,0.7033,chr7,44037495,44048457,ENST00000652520.1_2,SPDYE1,protein_coding,0.9349,0.85347999
206_ID,chr7,97595688,97599716,ENST00000650204.1_3,AC004967.2,lncRNA,0.7632,chr7,97480999,97602297,ENST00000641784.1_2,AC079781.5,lncRNA,0.8451,-0.139279195
207_ID,chr7,89748612,89752204,ENST00000471553.1_3,AC004969.1,lncRNA,0.823,chr7,89511666,89840949,ENST00000478318.6_3,STEAP2-AS1,lncRNA,0.9534,0.347501241
208_ID,chr14,72052985,72057071,ENST00000647653.1_3,AC004974.1,lncRNA,0.9427,chr14,71996041,72207946,ENST00000555818.5_2,SIPA1L1,protein_coding,0.678,-0.275353914
209_ID,chrX,114938131,114938187,ENST00000580961.1,AC005000.2,miRNA,NA,chrX,114929232,115085355,ENST00000664453.1_3,DANT2,lncRNA,NA,NA
210_ID,chr22,31478141,31479551,ENST00000609017.1_1,AC005005.3,lncRNA,0.9406,chr22,31460090,31484011,ENST00000432777.5_1,SMTN,protein_coding,0.992,0.511340609
211_ID,chr22,30994295,31002674,ENST00000432130.1_1,AC005006.1,lncRNA,0.8628,chr22,30972614,31003070,ENST00000402281.5_3,PES1,protein_coding,0.8066,0.215062283
212_ID,chr7,86404396,86405338,ENST00000423979.1_3,AC005009.1,lncRNA,0.8694,chr7,86273229,86494200,ENST00000361669.6_1,GRM3,protein_coding,0.9421,0.021565695
213_ID,chr7,16510808,16510998,ENST00000605985.1_1,AC005014.3,lncRNA,0.7254,chr7,16131120,16542119,ENST00000675257.1_1,CRPPA,protein_coding,0.9065,0.16874963
214_ID,chr7,16510808,16510998,ENST00000605985.1_1,AC005014.3,lncRNA,0.7254,chr7,16501167,16570205,ENST00000396652.1_4,SOSTDC1,protein_coding,0.8299,0.119136787
215_ID,chr7,16643440,16655920,ENST00000663260.1_1,AC005014.4,lncRNA,0.75,chr7,16639403,16685379,ENST00000306999.7_4,ANKMY2,protein_coding,0.5196,-0.118230994
216_ID,chr7,99184537,99184622,ENST00000584735.1,AC005020.1,miRNA,NA,chr7,99156317,99205433,ENST00000455905.1_1,AC005020.2,nonsense_mediated_decay,NA,NA
217_ID,chr7,95045419,95045774,ENST00000608730.1_1,AC005021.1,lncRNA,0.8724,chr7,95034208,95064641,ENST00000633192.1_3,PON2,protein_coding,0.9112,-0.104800257
218_ID,chr2,75924708,75925122,ENST00000604464.1_1,AC005034.2,lncRNA,0.6666,chr2,75889833,75938111,ENST00000541687.5_4,GCFC2,protein_coding,0.8856,-0.385048593
219_ID,chr2,75887587,75889334,ENST00000604845.1_1,AC005034.3,lncRNA,0.6789,chr2,75873919,75917885,ENST00000358788.10_1,MRPL19,protein_coding,0.9147,0.120171166
220_ID,chr2,75887587,75889334,ENST00000604845.1_1,AC005034.3,lncRNA,0.6789,chr2,75879125,75893067,ENST00000470285.1_5,GCFC2,nonsense_mediated_decay,0.894,-0.185348386
221_ID,chr2,75946245,75947144,ENST00000603612.1_1,AC005034.4,lncRNA,0.8214,chr2,75937907,75955249,ENST00000652200.1_1,AC005034.6,lncRNA,0.5382,-0.210639194
222_ID,chr2,75897114,75897580,ENST00000604219.1_1,AC005034.5,lncRNA,0.708,chr2,75889833,75938111,ENST00000541687.5_4,GCFC2,protein_coding,0.8856,-0.331498901
223_ID,chr2,75897114,75897580,ENST00000604219.1_1,AC005034.5,lncRNA,0.708,chr2,75873919,75917885,ENST00000358788.10_1,MRPL19,protein_coding,0.9147,0.189628072
224_ID,chr2,74728843,74729492,ENST00000606287.1_1,AC005041.3,lncRNA,0.9387,chr2,74724643,74730443,ENST00000460508.3_3,LBX2,protein_coding,0,NA
225_ID,chr2,74642548,74643908,ENST00000666479.1_3,AC005041.4,lncRNA,0.9414,chr2,74620962,74648789,ENST00000517883.2_5,AC005041.1,nonsense_mediated_decay,0.8877,0.309712947
226_ID,chr2,74642548,74643908,ENST00000666479.1_3,AC005041.4,lncRNA,0.9414,chr2,74641302,74648687,ENST00000612891.4_3,C2orf81,protein_coding,0.9635,0.392730238
227_ID,chr7,107582560,107583185,ENST00000608515.1_1,AC005046.1,lncRNA,0.8966,chr7,107564243,107643658,ENST00000676574.1_1,LAMB1,nonsense_mediated_decay,0,NA
228_ID,chr7,107677290,107677381,ENST00000401266.1,AC005048.1,miRNA,NA,chr7,107663997,107770806,ENST00000388781.8_5,LAMB4,protein_coding,NA,NA
229_ID,chr7,106210356,106239354,ENST00000591803.2_5,AC005050.1,lncRNA,0.7965,chr7,106012696,106372895,ENST00000490856.5_3,AC004917.1,lncRNA,0.8609,0.308653001
230_ID,chr7,106264517,106269142,ENST00000652725.1_1,AC005050.2,lncRNA,0.9562,chr7,106012696,106372895,ENST00000490856.5_3,AC004917.1,lncRNA,0.8609,0.261811877
231_ID,chr7,106065723,106151990,ENST00000651902.1_2,AC005050.3,lncRNA,0.9666,chr7,106012696,106372895,ENST00000490856.5_3,AC004917.1,lncRNA,0.8609,0.23758052
232_ID,chr7,104743284,104745930,ENST00000607968.1_2,AC005070.3,lncRNA,0.652,chr7,104654651,104755466,ENST00000311117.8_3,KMT2E,protein_coding,0.5232,0.341269841
233_ID,chr7,101603395,101605174,ENST00000606640.1_1,AC005072.1,lncRNA,0.7391,chr7,101459183,101927250,ENST00000437600.9_2,CUX1,protein_coding,0.8176,-0.146002693
234_ID,chr7,101796634,101797743,ENST00000566572.1_2,AC005086.2,lncRNA,0.8775,chr7,101459183,101927250,ENST00000437600.9_2,CUX1,protein_coding,0.8176,0.515155562
235_ID,chr7,101881600,101881686,ENST00000580604.1,AC005088.1,miRNA,NA,chr7,101459183,101927250,ENST00000437600.9_2,CUX1,protein_coding,NA,NA
236_ID,chr7,73023591,73025832,ENST00000619486.1_1,AC005089.1,lncRNA,0.8654,chr7,73007523,73038870,ENST00000354613.5_3,MLXIPL,protein_coding,0.9998,0.122318568
237_ID,chr7,101465526,101468009,ENST00000560499.1_3,AC005096.1,lncRNA,0.9423,chr7,101459183,101927250,ENST00000437600.9_2,CUX1,protein_coding,0.8176,0.001640257
238_ID,chr2,242290754,242292519,ENST00000414896.1_3,AC005104.1,lncRNA,0.7473,chr2,242254514,242293439,ENST00000391973.6_1,SEPTIN2,protein_coding,0.8549,-0.306658579
239_ID,chr2,242300305,242312164,ENST00000657185.1_2,AC005104.2,lncRNA,0.9529,chr2,242295699,242434256,ENST00000264042.8_2,FARP2,protein_coding,0.7963,0.195233021
240_ID,chr7,50709421,50711565,ENST00000664024.1_3,AC005153.1,lncRNA,0.9193,chr7,50657759,50861159,ENST00000335866.7_5,GRB10,protein_coding,0.9133,-0.081399115
241_ID,chr7,30589832,30591185,ENST00000579437.1_1,AC005154.3,lncRNA,1,chr7,30555924,30602441,ENST00000434399.5_3,GARS1-DT,lncRNA,0.8017,0.100731325
242_ID,chr7,30565346,30573229,ENST00000583191.1_1,AC005154.4,lncRNA,0.8626,chr7,30555924,30602441,ENST00000434399.5_3,GARS1-DT,lncRNA,0.8017,0.359058293
243_ID,chr7,30565346,30573229,ENST00000583191.1_1,AC005154.4,lncRNA,0.8626,chr7,30536692,30590377,ENST00000598361.4_3,AC005154.5,protein_coding,0.8245,0.105844151
244_ID,chr7,81919392,81919478,ENST00000408335.1,AC005159.1,miRNA,NA,chr7,81575759,82073093,ENST00000356860.8_5,CACNA2D1,protein_coding,NA,NA
245_ID,chr7,40815156,40824816,ENST00000432405.1_1,AC005160.1,lncRNA,0.9336,chr7,40174603,40900362,ENST00000335693.9_2,SUGCT,protein_coding,0.8621,0.382412561
246_ID,chr7,110568373,110568453,ENST00000408352.1,AC005161.1,miRNA,NA,chr7,110302699,111202548,ENST00000405709.7_3,IMMP2L,protein_coding,NA,NA
247_ID,chr7,29026643,29028515,ENST00000411479.1_1,AC005162.1,lncRNA,0.9136,chr7,29019582,29052983,ENST00000609389.5_1,AC005162.2,lncRNA,0.7923,0.255560819
248_ID,chr19,18992488,18994185,ENST00000597769.1_1,AC005197.1,lncRNA,0.7779,chr19,18979353,19006905,ENST00000623882.3_7,CERS1,protein_coding,0.9784,0.241442523
249_ID,chr19,18992488,18994185,ENST00000597769.1_1,AC005197.1,lncRNA,0.7779,chr19,18979353,19006967,ENST00000247005.8_5,GDF1,protein_coding,0.9784,0.241442523
250_ID,chr17,11778043,11784987,ENST00000579621.2_4,AC005209.1,lncRNA,0.9863,chr17,11501786,11873065,ENST00000262442.9_4,DNAH9,protein_coding,0.9746,0.449604605
251_ID,chr5,141913819,141913910,ENST00000517022.1,AC005215.1,miRNA,NA,chr5,141783765,142051566,ENST00000443800.5_1,SPRY4-AS1,lncRNA,NA,NA
252_ID,chr20,52556698,52559047,ENST00000450473.1_1,AC005220.1,lncRNA,0.9518,chr20,52553315,52645239,ENST00000448484.5_5,BCAS1,protein_coding,0.9747,-0.191139163
253_ID,chr17,14230651,14232791,ENST00000584683.1_1,AC005224.2,lncRNA,0.7022,chr17,14204397,14252721,ENST00000360954.3_2,HS3ST3B1,protein_coding,0.8952,0.321123321
254_ID,chr17,14207170,14208822,ENST00000583262.1_1,AC005224.3,lncRNA,0.9813,chr17,14204397,14252721,ENST00000360954.3_2,HS3ST3B1,protein_coding,0.8952,0.421979386
255_ID,chr14,73983936,73987352,ENST00000553394.1_3,AC005225.1,lncRNA,0.8798,chr14,73945188,74025651,ENST00000553558.6_4,HEATR4,protein_coding,0.9671,0.273841835
256_ID,chr14,73989581,73997314,ENST00000555972.2_1,AC005225.3,lncRNA,0.7358,chr14,73945188,74025651,ENST00000553558.6_4,HEATR4,protein_coding,0.9671,0.458450228
257_ID,chr7,148427920,148428020,ENST00000578165.1,AC005229.1,miRNA,NA,chr7,148395163,148498080,ENST00000662716.1_3,CUL1,protein_coding,NA,NA
258_ID,chr7,29161889,29166195,ENST00000582692.2_2,AC005232.1,lncRNA,0.9571,chr7,29035252,29234892,ENST00000409850.5_3,CPVL,protein_coding,0.9488,-0.078104873
259_ID,chr2,70914273,70918956,ENST00000457851.1_2,AC005234.1,lncRNA,0.9752,chr2,70834749,70995330,ENST00000403045.6_3,ADD2,nonsense_mediated_decay,0.9705,0.647844457
260_ID,chr2,70856788,70875893,ENST00000663725.1_1,AC005234.2,lncRNA,0.8032,chr2,70834749,70995330,ENST00000403045.6_3,ADD2,nonsense_mediated_decay,0.9705,0.316206769
261_ID,chr19,18668584,18672370,ENST00000597411.1_3,AC005253.1,lncRNA,0.6129,chr19,18668571,18680197,ENST00000539106.5_2,KXD1,protein_coding,0.9703,-0.349766692
262_ID,chr19,18679315,18680185,ENST00000593791.1_3,AC005253.2,lncRNA,0.9723,chr19,18668571,18680197,ENST00000539106.5_2,KXD1,protein_coding,0.9703,-0.148708587
263_ID,chr19,2315160,2316874,ENST00000661102.1_4,AC005258.2,lncRNA,0.8337,chr19,2269523,2341170,ENST00000621615.1_2,AC005258.1,nonsense_mediated_decay,0,NA
264_ID,chr19,3118662,3119302,ENST00000587701.1_3,AC005262.2,lncRNA,0,chr19,3094359,3123997,ENST00000078429.9_2,GNA11,protein_coding,0.9182,NA
265_ID,chr19,3141573,3155173,ENST00000587587.1_3,AC005264.1,lncRNA,0.8474,chr19,3136030,3163747,ENST00000262958.4_2,GNA15,protein_coding,0.9527,0.697191504
266_ID,chr17,12893465,12893927,ENST00000582915.1_3,AC005277.1,lncRNA,0,chr17,12692814,12894960,ENST00000379672.10_4,ARHGAP44,protein_coding,0.9323,NA
267_ID,chr17,12885929,12886319,ENST00000617898.1_1,AC005277.2,lncRNA,0.8265,chr17,12692814,12894960,ENST00000379672.10_4,ARHGAP44,protein_coding,0.9323,-0.173493396
268_ID,chr17,10223708,10244775,ENST00000577743.1_1,AC005291.1,lncRNA,0.8473,chr17,10204181,10276447,ENST00000418404.8_6,MYH13,protein_coding,1,0.2325427
269_ID,chr12,2442026,2444868,ENST00000648763.1_3,AC005293.1,lncRNA,0.9688,chr12,2162152,2807116,ENST00000327702.12_4,CACNA1C,protein_coding,0.934,0.323259563
270_ID,chr17,13836036,13843911,ENST00000457609.1_3,AC005304.1,lncRNA,0.941,chr17,13658890,13972800,ENST00000582752.7_4,COX10-AS1,lncRNA,0.8401,0.334288373
271_ID,chr17,13812547,13814529,ENST00000580134.1_1,AC005304.2,lncRNA,0.8159,chr17,13658890,13972800,ENST00000582752.7_4,COX10-AS1,lncRNA,0.8401,0.624007824
272_ID,chr17,13861064,13870269,ENST00000581533.1_3,AC005304.3,lncRNA,0.8426,chr17,13658890,13972800,ENST00000582752.7_4,COX10-AS1,lncRNA,0.8401,0.167575999
273_ID,chr19,1989399,1990202,ENST00000587498.1_1,AC005306.1,lncRNA,0.8135,chr19,1985446,2015713,ENST00000255608.9_4,BTBD2,protein_coding,0.9146,0.802114952
274_ID,chr17,10482356,10515888,ENST00000579914.1_1,AC005323.1,lncRNA,0.97,chr17,10286460,10527203,ENST00000587182.2_1,MYHAS,lncRNA,0.9526,0.443710938
275_ID,chr17,15554903,15557803,ENST00000584540.1_1,AC005324.4,lncRNA,0.762,chr17,15531279,15587625,ENST00000649191.2_5,TRIM16,protein_coding,0.8355,-0.349019818
276_ID,chr19,1376771,1377519,ENST00000589673.1_3,AC005329.2,lncRNA,1,chr19,1356312,1378430,ENST00000591806.6_2,PWWP3A,protein_coding,0.8948,-0.075652515
277_ID,chr19,1385471,1389664,ENST00000626781.2_4,AC005329.3,lncRNA,0.799,chr19,1383873,1395583,ENST00000545446.5_1,NDUFS7,retained_intron,0.8809,0.467381551
278_ID,chr17,66242769,66244079,ENST00000577698.1_1,AC005332.1,lncRNA,0.6525,chr17,66202216,66253853,ENST00000674770.1_1,AMZ2,protein_coding,0.8195,-0.028711062
279_ID,chr19,4654975,4655536,ENST00000598070.1_3,AC005339.1,lncRNA,0.8383,chr19,4639527,4655580,ENST00000327473.9_2,TNFAIP8L1,protein_coding,0.8346,0.440844294
280_ID,chr19,4654975,4655536,ENST00000598070.1_3,AC005339.1,lncRNA,0.8383,chr19,4641385,4664918,ENST00000599761.5_3,MYDGF,protein_coding,0.9707,0.013846748
281_ID,chr12,2113831,2120558,ENST00000354425.4_1,AC005342.1,lncRNA,NA,chr12,2079951,2224550,ENST00000543114.1_1,CACNA1C,protein_coding,NA,NA
282_ID,chr12,1850362,1856265,ENST00000650086.1_3,AC005343.4,lncRNA,0.5593,chr12,1800235,1897840,ENST00000357103.5_2,ADIPOR2,protein_coding,0.6199,-0.112942613
283_ID,chr12,1910027,1916652,ENST00000668721.1_3,AC005343.7,lncRNA,0.9706,chr12,1901128,2027832,ENST00000280663.12_3,CACNA2D4,retained_intron,0.9319,0.343736454
284_ID,chr12,2326627,2327086,ENST00000613391.1_1,AC005344.1,lncRNA,0.9302,chr12,2162152,2807116,ENST00000327702.12_4,CACNA1C,protein_coding,0.934,0.416427857
285_ID,chr5,142029564,142029647,ENST00000517159.1,AC005370.1,miRNA,NA,chr5,141971743,142077635,ENST00000621536.4_3,FGF1,protein_coding,NA,NA
